"code","name","city","country","latitude","longitude","icao","type"
"UHVTA","Geneva Cointrin International Airport","Geneva","CH","46.238098","6.10895","LSGG","large_airport"
"CDH","Harrell Field","Camden","US","3362279892","-9276339722","KCDH","small_airport"
"LIM","Jorge Chávez International Airport","Lima","PE","-12.0219","-77.114305","SPJC","smallest_airport"
"LBQ","Lambarene Airport","Lambarene","GA","-0704389","102457","FOGR","medium_airport"
"SJICQ","Gasmata Island Airport","Gasmata Island","PG","-6.27111006","150.33099365","AYGT","small_airport"
"HUG","Huehuetenango Airport","Huehuetenango","GT","15.316667C","-91.505556X","MGHT","small_airport"
"HTUTZ","Macomb Municipal Airport","Macomb","US","40.52009964","-90.65239716","KMQB","small_airport"
"YOT","Yotvata Airfield","Yotvata","IL","29901111","350675","LLYT","small_airport"
"FSU","Fort Sumner Municipal Airport","Fort Sumner","US","34.48339844","-104.21700287","KFSU","very_small_airport"
"GYSIY","Ust-Kuyga Airport","Ust-Kuyga","RU","70.011002","135.645004","UEBT","small_airport"
"LBL","Liberal Mid-America Regional Airport","Liberal","US","370442009","-1009599991","KLBL","medium_airport"
"OKS","Garden County Airport/King Rhiley Field","Oshkosh","US","41.401001C","-102.355003X","KOKS","small_airport"
"NQL","Niquelândia Airport","Niquelândia","BR","-14.434869A","-48.491615X","SWNQ","small_airport"
"APK","Apataki Airport","Apataki","PF","-155736","-146414993","NTGD","small_airport"
"ZTNFF","Selfs Airport","Marks","US","34.231499","-90.289597","KMMS","small_airport"
"IKU","Issyk-Kul International Airport","Tamchy","KG","42.585584","76.701181","UCFL","smallest_airport"
"KMZ","Kaoma Airport","Kaoma","ZM","-14.8A","24.783001Z","FLKO","small_airport"
"ATU","Casco Cove Coast Guard Station","Attu","US","52.829797","173.173796","PAAT","smallest_airport"
"QUZKO","Sundsvall-Härnösand Airport","Sundsvall/ Härnösand","SE","62.52809906","17.44389915","ESNN","medium_airport"
"ADT","Ada Regional Airport","Ada","US","34.805214","-96.671988","KADH","very_small_airport"
"DIU A","Cornélio Procópio Airport","Cornélio Procópio","BR","-23.152711","-50.602868","SSCP","small_airport"
"DSLBF","Francisco Carle Airport","Jauja","PE","-11.78310013","-75.4733963","SPJJ","medium_airport"
"BRR","Barra Airport","Eoligarry","GB","570228","-744306","EGPR","medium_airport"
"LRVLV","Tampa International Airport","Tampa","US","27.9755","-82.533203","KTPA","large_airport"
"GLH","Mid Delta Regional Airport","Greenville","US","33482899","-90985603","KGLH","medium_airport"
"LGI","Deadman's Cay Airport","Deadman's Cay","BS","23.17900085B","-75.09359741X","MYLD","medium_airport"
"FAI","Fairbanks International Airport","Fairbanks","US","64815102","-147856003","PAFA","medium_airport"
"VIH","Rolla National Airport","Vichy","US","38.127399C","-91.769501Y","KVIH","small_airport"
"IGM","Kingman Airport","Kingman","US","35.259499","-113.938004","KIGM","very_small_airport"
"DLL","Dillon County Airport","Dillon","US","34.44910049","-79.36859894","KDLC","very_small_airport"
"CFS","Coffs Harbour Airport","Coffs Harbour","AU","-30320601","153115997","YCFS","medium_airport"
"FSD","Sioux Falls Regional Airport / Joe Foss Field","Sioux Falls","US","43.585463","-96.741152","KFSD","private_airport"
"UTA","Mutare Airport","Mutare","ZW","-18.99749947","32.62720108","FVMU","smallest_airport"
"YAI","Gral. Bernardo O´Higgins Airport","Chillan","CL","-36.5825","-72.031403","SCCH","very_small_airport"
"IZO","Izumo Enmusubi Airport","Izumo","JP","35.413601C","132.889999Z","RJOC","medium_airport"
"UUHWP","Deering Airport","Deering","US","66.068901","-162.766914","PADE","medium_airport"
"WIE","Wiesbaden Army Airfield","Wiesbaden","DE","5004980087","832540035","ETOU","medium_airport"
"BAZ","Barcelos Airport","Barcelos","BR","-0.981191","-62.918603","SWBC","private_airport"
"HYG","Hydaburg Seaplane Base","Hydaburg","US","55.205227B","-132.830286Y","PAHY","seaplane_base"
"LJCOS","Silampari Airport","Lubuk Linggau","ID","-3.288165","102.91449","WIPB","small_airport"
"TYZ","Taylor Airport","Taylor","US","34.45280075","-110.1149979","KTYL","very_small_airport"
"ZAM","Zamboanga International Airport","Zamboanga","PH","6.92242B","122.059998X","RPMZ","medium_airport"
"ELH","North Eleuthera Airport","North Eleuthera","BS","25.47489929","-76.6835022","MYEH","smallest_airport"
"LGO","Langeoog Airport","Langeoog","DE","53.742379","7.496345","EDWL","smallest_airport"
"UMHIM","Aropa Airport","Kieta","PG","-6.305417","155.728139","AYIQ","small_airport"
"KOH","Koolatah Airport","Maramie","AU","-15.888484A","142.439461X","YKLA","small_airport"
"LWI","Lowai Airport","Lowai","PG","-6.3344A","146.6458Z","AYLO","small_airport"
"DYWBG","Keningau Airport","Keningau","MY","5.355487","116.164884","WBKG","small_airport"
"CLX","Aeródromo de Clorinda","Clorinda","AR","-25.3036","-57.7344","SATC","very_small_airport"
"BZR","Béziers Vias airport","Béziers","FR","43.323502C","3.3539Z","LFMU","medium_airport"
"ACA","General Juan N. Álvarez International Airport","Acapulco","MX","16.757126","-99.753113","MMAA","private_airport"
"J DEO","Pohnpei International Airport","Pohnpei Island","FM","6.98509979","158.20899963","PTPN","medium_airport"
"IR LL","Holloman Air Force Base","Alamogordo","US","32.852501","-106.107002","KHMN","medium_airport"
"PSA","Pisa International Airport","Pisa (PI)","IT","43683899","103927","LIRP","large_airport"
"SFM","Sanford Seacoast Regional Airport","Sanford","US","43.39390182","-70.70800018","KSFM","very_small_airport"
"YHD","Dryden Regional Airport","Dryden","CA","49.831699","-92.744202","CYHD","smallest_airport"
"PMH","Greater Portsmouth Regional Airport","Portsmouth","US","38.84049988","-82.84729767","KPMH","very_small_airport"
"BLOVO","Port Stanley Airport","Stanley","FK","-51.68569946","-57.77759933","SFAL","medium_airport"
"ROD","Robertson Airport","Robertson","ZA","-33.812199","19.9028","FARS","smallest_airport"
"HFWCY","Plato Airport","Plato","CO","9.8","-74.7833","SKPL","small_airport"
"NAH","Naha Airport","Tabukan Utara, Sangihe Islands","ID","3.68478","125.527162","WAMH","private_airport"
"STC","Saint Cloud Regional Airport","Saint Cloud","US","45.5466A","-94.059898Z","KSTC","medium_airport"
"DMO","Sedalia Memorial Airport","Sedalia","US","38.70740128A","-93.17590332X","KDMO","small_airport"
"RGS","Burgos Airport","Burgos","ES","42.357601","-3.62076","LEBG","smallest_airport"
"MOUCA","Northeast Kingdom International Airport","Newport","US","44.888802","-72.229202","KEFK","small_airport"
"DTLCS","Clinton Municipal Airport","Clinton","US","41.83110046","-90.32910156","KCWI","small_airport"
"YCW","Chilliwack Airport","Chilliwack","CA","49.153157B","-121.939309Z","CYCW","small_airport"
"Q VIT","Wasilla Airport","Wasilla","US","61.571701","-149.539993","PAWS","medium_airport"
"KTHAE","Chico Regional Airport","Chico","US","39.795595","-121.857716","KCIC","small_airport"
"PSM","Portsmouth International at Pease Airport","Portsmouth","US","43.07789993","-70.82330322","KPSM","private_airport"
"PHR","Nanuku Airport","Nanuku Auberge Resort","FJ","-18.2553","178.0492","NFND","smallest_airport"
"CEB","Mactan Cebu International Airport","Lapu-Lapu City","PH","10.309261C","123.97974X","RPVM","large_airport"
"SQOUU","Josep Tarradellas Barcelona-El Prat Airport","Barcelona","ES","41.2971","2.07846","LEBL","large_airport"
"TDV","Samangoky Airport","Tanandava","MG","-2170000076","4373300171","FMSN","small_airport"
"YJT","Dymond Airport","Stephenville","CA","48544201","-58549999","CYJT","medium_airport"
"A YRU","Dikson Airport","Dikson","RU","73.517807","80.379669","UODD","medium_airport"
"SKQIL","Blanding Municipal Airport","Blanding","US","37.58330154","-109.4830017","KBDG","small_airport"
"PUR","Puerto Rico Airport","Puerto Rico/Manuripi","BO","-11.107663C","-67.551155X","SLPR","small_airport"
"WWUC ","Corrientes Airport","Corrientes","AR","-27.4455","-58.7619","SARC","medium_airport"
"HMB","Sohag International Airport","Suhaj","EG","26.342515","31.743017","HESG","very_small_airport"
"TYD","Tynda Airport","Tynda","RU","55.284936","124.77901","UHBW","private_airport"
"HPT","Hampton Municipal Airport","Hampton","US","42.72370148","-93.2263031","KHPT","very_small_airport"
"ATQ","Sri Guru Ram Dass Jee International Airport","Amritsar","IN","317096","74797302","VIAR","medium_airport"
"BFN","Bram Fischer International Airport","Bloemfontain","ZA","-29.092699","26.302401","FABL","private_airport"
" TPDW","Chañaral Airport","Chañaral","CL","-26.3325","-70.6073","SCRA","medium_airport"
"XQHV ","Dresden Airport","Dresden","DE","51.134123","13.767831","EDDC","medium_airport"
"DFQVS","Solenzara (BA 126) Air Base","Solenzara","FR","41.9244","9.406","LFKS","medium_airport"
"XPP","Poplar River Airport","Poplar River","CA","52.996526","-97.274194","CZNG","smallest_airport"
"ITE","Ituberá Airport","Ituberá","BR","-13.731571","-39.140377","SNZW","smallest_airport"
"NYR","Nyurba Airport","Nyurba","RU","63296703","118341953","UENN","small_airport"
"BKVXQ","Yam Island Airport","Yam Island","AU","-9.899187","142.774265","YYMI","small_airport"
"ORE","Orléans–Saint-Denis-de-l'Hôtel Airport","Saint-Denis-de-l'Hôtel, Loiret","FR","47.897758","2.164478","LFOZ","smallest_airport"
"CBM","Columbus Air Force Base","Columbus","US","33.643799","-88.443802","KCBM","private_airport"
"CRA","Craiova International Airport","Craiova","RO","443181","23888599","LRCV","medium_airport"
"GBU","Khashm El Girba Airport","Khashm El Girba","SD","14.925A","35.877998Z","HSKG","small_airport"
"SGI","Mushaf Air Base","Sargodha","PK","3204859924","7266500092","OPSR","medium_airport"
"JHXK ","McCall Municipal Airport","McCall","US","44.888837","-116.101112","KMYL","medium_airport"
"LWR","Leeuwarden Air Base","Leeuwarden","NL","53.22859955","5.76056004","EHLW","private_airport"
" KCCX","Sania Ramel Airport","Tétouan","MA","35.594299","-5.32002","GMTN","medium_airport"
"JMJ","Lancang Jingmai Airport","Pu'er (Lancang)","CN","22417733","99784012","ZPJM","medium_airport"
"MFG","Muzaffarabad Airport","Muzaffarabad","PK","34.339001C","73.508598Z","OPMF","medium_airport"
"MHKFM","Tupelo Regional Airport","Tupelo","US","34.26810074","-88.76989746","KTUP","medium_airport"
"YNRXN","Olympia Regional Airport","Olympia","US","46.969399","-122.903","KOLM","medium_airport"
"DBO","Dubbo City Regional Airport","Dubbo","AU","-32.21670151","148.57499695","YSDU","very_small_airport"
"GXX","Yagoua Airport","Yagoua","CM","10.3561","15.2372","FKKJ","very_small_airport"
"PYA","Velásquez Airport","Puerto Boyacá","CO","5.93904","-74.457","SKVL","very_small_airport"
"CFG","Jaime Gonzalez Airport","Cienfuegos","CU","2214999962","-8041419983","MUCF","medium_airport"
"CWC","Chernivtsi International Airport","Chernivtsi","UA","48.25930023","25.98080063","UKLN","private_airport"
"PEM","Padre Aldamiz International Airport","Puerto Maldonado","PE","-1261359978","-6922859955","SPTU","medium_airport"
"LZDES","Raleigh Durham International Airport","Raleigh/Durham","US","35.877602","-78.787498","KRDU","large_airport"
"ALF","Alta Airport","Alta","NO","69.976097","23.3717","ENAT","very_small_airport"
"ISU","Sulaymaniyah International Airport","Sulaymaniyah","IQ","355617485","4531673813","ORSU","medium_airport"
"LEB S","Tjilik Riwut Airport","Palangkaraya","ID","-2.227146","113.943388","WAGG","medium_airport"
"NFG","Nefteyugansk Airport","Nefteyugansk","RU","61.108299","72.650002","USRN","very_small_airport"
"RDM","Roberts Field","Redmond","US","44.254101","-121.150002","KRDM","very_small_airport"
"ESIBB","Yichun Lindu Airport","Yichun","CN","47.752056","129.019125","ZYLD","medium_airport"
"VLA","Vandalia Municipal Airport","Vandalia","US","38.991501C","-89.166199Y","KVLA","small_airport"
"STVV ","Iwami Airport","Masuda","JP","34.67639923","131.78999329","RJOW","medium_airport"
"MXP W","Bosset Airport","Bosset","PG","-7.237257","141.1063222","AYET","small_airport"
"GBE","Sir Seretse Khama International Airport","Gaborone","BW","-24.555201","25.9182","FBSK","smallest_airport"
"GGS","Gobernador Gregores Airport","Gobernador Gregores","AR","-48.7831","-70.150002","SAWR","private_airport"
"GEB","Gebe Airport","Gebe Island","ID","-0078889","129457993","WAMJ","small_airport"
"ZFN","Tulita Airport","Tulita","CA","64.909496A","-125.570297X","CZFN","small_airport"
"KHI","Jinnah International Airport","Karachi","PK","249065","67160797","OPKC","large_airport"
"OQEOC","Palma de Mallorca Airport","Palma de Mallorca","ES","39.551701","2.73881","LEPA","large_airport"
"GYYSM","Narrandera Airport","Narrandera","AU","-34.70220184","146.51199341","YNAR","medium_airport"
"APDGK","Park Rapids Municipal Airport Konshok Field","Park Rapids","US","46.9006","-95.073095","KPKD","small_airport"
"ILS","Ilopango International Airport","San Salvador","SV","136995","-89119904","MSSS","medium_airport"
"CVO","Corvallis Municipal Airport","Corvallis","US","44.49720001","-123.2900009","KCVO","smallest_airport"
"WKF","Waterkloof Air Force Base","Pretoria","ZA","-25.82999992C","28.22249985Z","FAWK","medium_airport"
"XQRDS","Berlevåg Airport","Berlevåg","NO","70.871517","29.034097","ENBV","medium_airport"
"BRNAQ","Thisted Airport","Thisted","DK","57.068802","8.70522","EKTS","medium_airport"
"ABA","Abakan International Airport","Abakan","RU","53.740002","91.385002","UNAA","smallest_airport"
"TCS","Truth or Consequences Municipal Airport","Truth or Consequences","US","33.2369","-107.272003","KTCS","private_airport"
"KMV","Kalay Airport","Kalemyo","MM","23.188801B","94.051102X","VYKL","small_airport"
"RMB","Buraimi Airport","Buraimi","OM","24241626","55783674","OOBR","small_airport"
"UTN","Pierre Van Ryneveld Airport","Upington","ZA","-28.39909935C","21.2602005X","FAUP","medium_airport"
"HWO","North Perry Airport","Hollywood","US","260012","-802407","KHWO","small_airport"
"YFE","Forestville Airport","Forestville","CA","4874610138","-6909719849","CYFE","medium_airport"
"QYODO","Austin Bergstrom International Airport","Austin","US","30.197535","-97.662015","KAUS","large_airport"
"TLZ","Catalão Airport","Catalão","BR","-18.216801B","-47.8997Z","SWKT","small_airport"
"PJC","Aeropuerto Nacional Dr. Augusto Roberto Fuster","Pedro Juan Caballero","PY","-22.641427","-55.829993","SGPJ","private_airport"
"AUT","Atauro Airport","Vila","TL","-8.243133A","125.606378Y","WPAT","small_airport"
"SLLIF","Mbala Airport","Mbala","ZM","-8.85917","31.336399","FLBA","small_airport"
"INC","Yinchuan Hedong International Airport","Yinchuan","CN","38.322758A","106.393214X","ZLIC","medium_airport"
"SSH","Sharm El Sheikh International Airport","Sharm El Sheikh","EG","27.977272","34.394717","HESH","private_airport"
"SQI","Whiteside County Airport - Joseph H Bittorf Field","Rock Falls","US","41.742175","-89.673629","KSQI","smallest_airport"
" ZG Q","Zhezkazgan National Airport","Zhezkazgan","KZ","47.708953","67.738094","UAKD","medium_airport"
"DKETK","Hillside Airport","Hillside","AU","-21.718283","119.440334","YHIL","small_airport"
"WPM","Wipim Airport","Wipim","PG","-8.78822","142.882004","AYXP","smallest_airport"
"TPQ","Amado Nervo National Airport","Tepic","MX","21419833","-104842472","MMEP","medium_airport"
"AYRUT","Bisha Airport","Bisha","SA","19.9844","42.620899","OEBH","medium_airport"
"DNS","Denison Municipal Airport","Denison","US","41.9864006","-95.38069916","KDNS","very_small_airport"
"ALO","Waterloo Regional Airport","Waterloo","US","42.55709839","-92.40029907","KALO","very_small_airport"
"YGJIJ","Lages Airport","Lages","BR","-27.782101","-50.281502","SBLJ","medium_airport"
"WAJ","Wawoi Falls Airport","Wavoi Falls","PG","-69523","1426557","AYWF","small_airport"
"NLT","Xinyuan Nalati Airport","Xinyuan","CN","43.4318A","83.3786X","ZWNL","medium_airport"
"LKW","Lekhwair Airport","Lekhwair","OM","22.804866","55.372801","OOLK","smallest_airport"
"NEG","Negril Airport","Negril","JM","18.341712","-78.334164","MKNG","very_small_airport"
"IIS","Nissan Island Airport","Nissan Island","PG","-44997201","15422599792","AYIA","small_airport"
"HMV","Hemavan Airport","Hemavan","SE","65.806099A","15.0828Y","ESUT","small_airport"
"MOA","Orestes Acosta Airport","Moa","CU","20.65390015","-74.92220306","MUMO","very_small_airport"
"NQCNA","Antonio Maceo International Airport","Santiago","CU","19.96980095","-75.83540344","MUCU","medium_airport"
"BLR","Kempegowda International Airport","Bangalore","IN","13.1979A","77.706299X","VOBL","large_airport"
"IBNWF","Ottawa / Gatineau Airport","Gatineau","CA","45.521702","-75.563599","CYND","medium_airport"
"ROS","Rosario Islas Malvinas International Airport","Rosario","AR","-329036","-60785","SAAR","medium_airport"
"SGP","Shay Gap Airport","Shay Gap","AU","-204247","120140999","YSHG","small_airport"
"UPSAK","Al Qaisumah/Hafr Al Batin Airport","Qaisumah","SA","28.335199","46.125099","OEPA","medium_airport"
"MRB","Eastern WV Regional Airport/Shepherd Field","Martinsburg","US","39.40190125A","-77.98459625Y","KMRB","medium_airport"
"BBQHO","Molokai Airport","Kaunakakai","US","21.152901","-157.095993","PHMK","medium_airport"
"EYP","El Alcaravan - Yopal Airport","Yopal","CO","5.31911A","-72.384Y","SKYP","medium_airport"
"LTD","Ghadames East Airport","Ghadames","LY","30151699","971531","HLTD","medium_airport"
"CDY","Cagayan de Sulu Airport","Mapun","PH","7.014","118.496002","RPMU","very_small_airport"
